#####################################################################
# Alchemist log file - simulation started at: 2020-01-18T13:59+0000 #
#####################################################################
# seed = 15.0, taskFrequency = 0.04217, cloudcost = 50.0, algorithm = true
#
# The columns have the following meaning: 
# time taskHops[Mean] hasTask[Sum] tasks[Sum] completedTasks[Sum] giveupTasks[Sum] taskLatency[Sum] 
0.0 NaN 0.0 0.0 0.0 0.0 0.0 
2.0090872484315243 NaN 12.0 14.0 0.0 0.0 0.0 
4.009087248431524 NaN 21.0 21.0 0.0 0.0 0.0 
6.009087248431524 NaN 25.0 26.0 0.0 0.0 0.0 
8.009087248431523 NaN 32.0 32.0 0.0 0.0 0.0 
10.009087248431523 NaN 39.0 41.0 0.0 0.0 0.0 
12.009087248431523 0.0 42.0 44.0 1.0 0.0 11.0 
14.009087248431523 0.8 47.0 49.0 5.0 0.0 63.0 
16.009087248431523 1.3333333333333333 47.0 57.0 9.0 0.0 118.0 
18.009087248431523 1.3 51.0 62.0 10.0 0.0 135.0 
20.009087248431523 1.5833333333333335 55.0 67.0 12.0 0.0 167.0 
22.009087248431523 1.5384615384615385 59.0 74.0 13.0 0.0 186.0 
24.009087248431523 1.5384615384615385 67.0 83.0 13.0 0.0 186.0 
26.009087248431523 1.5 72.0 86.0 14.0 0.0 200.0 
28.009087248431523 1.4666666666666666 75.0 90.0 15.0 0.0 219.0 
30.009087248431523 1.3636363636363638 73.0 92.0 22.0 0.0 340.0 
32.00908724843153 1.4090909090909092 71.0 95.0 23.0 0.0 341.0 
34.00908724843153 1.391304347826087 73.0 101.0 24.0 0.0 355.0 
36.00908724843153 1.4230769230769231 78.0 103.0 27.0 0.0 407.0 
38.00908724843153 1.4137931034482758 77.0 107.0 30.0 0.0 446.0 
40.00908724843153 1.5161290322580645 82.0 114.0 32.0 0.0 498.0 
42.00908724843153 1.5 82.0 116.0 33.0 0.0 516.0 
44.00908724843153 1.6285714285714286 84.0 122.0 37.0 0.0 613.0 
46.00908724843153 1.6666666666666665 87.0 125.0 39.0 0.0 649.0 
48.00908724843153 1.6756756756756757 86.0 125.0 40.0 0.0 668.0 
50.00908724843153 1.6756756756756757 88.0 128.0 40.0 0.0 668.0 
52.00908724843153 1.6756756756756757 90.0 130.0 40.0 0.0 668.0 
54.00908724843153 1.6756756756756757 90.0 130.0 40.0 0.0 668.0 
56.00908724843153 1.864864864864865 93.0 133.0 42.0 0.0 717.0 
58.00908724843153 2.0 91.0 136.0 45.0 0.0 799.0 
60.00908724843153 2.0 91.0 138.0 47.0 0.0 844.0 
62.00908724843153 2.0 91.0 138.0 47.0 0.0 844.0 
64.00908724843153 2.1463414634146343 88.0 138.0 50.0 0.0 911.0 
66.00908724843153 2.2439024390243905 88.0 140.0 51.0 0.0 938.0 
68.00908724843153 2.2439024390243905 91.0 143.0 51.0 0.0 938.0 
70.00908724843153 2.3333333333333335 93.0 145.0 52.0 0.0 1002.0 
72.00908724843153 2.3720930232558137 95.0 147.0 53.0 0.0 1040.0 
74.00908724843153 2.3636363636363638 94.0 148.0 54.0 0.0 1059.0 
76.00908724843153 2.4318181818181817 93.0 149.0 55.0 0.0 1083.0 
78.00908724843153 2.4772727272727275 95.0 150.0 56.0 0.0 1104.0 
80.00908724843153 2.4444444444444446 95.0 151.0 57.0 0.0 1153.0 
82.00908724843153 2.511111111111111 94.0 153.0 58.0 0.0 1175.0 
84.00908724843153 2.511111111111111 95.0 153.0 58.0 0.0 1175.0 
86.00908724843153 2.5869565217391304 95.0 154.0 59.0 0.0 1257.0 
88.00908724843153 2.6595744680851063 93.0 154.0 61.0 0.0 1303.0 
90.00908724843153 2.6530612244897958 95.0 157.0 64.0 0.0 1371.0 
92.00908724843153 2.6530612244897958 95.0 159.0 64.0 0.0 1371.0 
94.00908724843153 2.6530612244897958 95.0 159.0 64.0 0.0 1371.0 
96.00908724843153 2.673469387755102 95.0 159.0 65.0 0.0 1385.0 
98.00908724843153 2.627450980392157 94.0 159.0 67.0 0.0 1483.0 
100.00908724843153 2.627450980392157 93.0 160.0 67.0 0.0 1483.0 
102.00908724843153 3.538461538461538 96.0 163.0 67.0 1.0 1584.0 
104.00908724843153 7.771929824561404 96.0 165.0 70.0 6.0 2142.0 
106.00908724843153 14.925373134328359 84.0 168.0 71.0 17.0 3068.0 
108.00908724843153 21.065789473684212 74.0 168.0 71.0 29.0 4062.0 
110.00908724843153 26.588235294117645 61.0 169.0 73.0 42.0 4846.0 
112.00908724843153 27.64044943820225 54.0 172.0 73.0 46.0 5251.0 
114.00908724843153 29.57894736842105 48.0 174.0 73.0 53.0 5814.0 
116.00908724843153 30.525773195876287 47.0 177.0 74.0 56.0 6045.0 
118.00908724843153 33.601941747572816 45.0 180.0 74.0 66.0 6590.0 
120.00908724843153 36.675925925925924 39.0 185.0 74.0 76.0 7164.0 
122.0052298578309 37.27522935779817 35.0 188.0 75.0 78.0 7271.0 
124.00908724843153 38.76315789473684 35.0 194.0 77.0 85.0 7921.0 
126.00908724843153 42.71052631578947 31.0 198.0 77.0 94.0 8049.0 
128.0090872484315 43.184210526315795 28.0 201.0 79.0 95.0 8086.0 
130.0090872484315 43.64035087719298 35.0 210.0 80.0 96.0 8099.0 
132.0090872484315 43.73043478260869 36.0 215.0 81.0 97.0 8205.0 
134.0090872484315 45.03478260869565 41.0 223.0 81.0 100.0 8212.0 
136.00555957123316 45.60169491525424 46.0 231.0 82.0 104.0 8515.0 
138.0090872484315 47.32773109243698 47.0 236.0 83.0 109.0 8600.0 
140.0090872484315 48.596638655462186 42.0 237.0 84.0 112.0 8637.0 
142.0090872484315 50.71666666666667 42.0 243.0 85.0 118.0 8833.0 
144.0090872484315 51.55 39.0 244.0 85.0 120.0 8848.0 
146.0090872484315 53.19672131147541 44.0 254.0 86.0 126.0 9184.0 
148.0090872484315 54.8130081300813 41.0 257.0 87.0 131.0 9346.0 
150.0090872484315 55.21951219512195 40.0 260.0 87.0 132.0 9346.0 
152.00270418991505 55.98387096774193 42.0 262.0 87.0 135.0 9489.0 
154.0090872484315 55.98387096774193 43.0 265.0 87.0 135.0 9489.0 
156.0090872484315 55.98387096774193 46.0 269.0 87.0 135.0 9489.0 
158.0090872484315 57.66129032258064 45.0 275.0 90.0 139.0 9661.0 
160.0090872484315 58.5 51.0 282.0 91.0 141.0 9690.0 
162.0090872484315 58.5 53.0 286.0 91.0 141.0 9690.0 
164.0090872484315 58.5 56.0 289.0 91.0 141.0 9690.0 
166.0090872484315 58.5 60.0 294.0 91.0 141.0 9690.0 
168.00579797613352 58.5 65.0 297.0 91.0 141.0 9690.0 
170.0090872484315 58.90322580645163 64.0 298.0 91.0 142.0 9717.0 
172.0090872484315 58.90322580645163 68.0 301.0 91.0 142.0 9717.0 
174.0090872484315 58.927419354838705 72.0 307.0 92.0 142.0 9748.0 
176.0090872484315 58.95967741935485 75.0 310.0 94.0 142.0 9791.0 
178.0090872484315 59.40322580645163 73.0 312.0 95.0 143.0 9807.0 
180.0090872484315 59.40322580645163 76.0 315.0 95.0 143.0 9807.0 
182.0090872484315 59.83870967741936 79.0 319.0 97.0 144.0 9860.0 
184.0090872484315 60.693548387096776 77.0 321.0 98.0 146.0 10042.0 
186.0090872484315 61.11290322580644 79.0 326.0 99.0 147.0 10087.0 
188.0090872484315 61.96774193548386 85.0 334.0 100.0 149.0 10175.0 
190.0090872484315 61.96774193548386 88.0 340.0 100.0 149.0 10175.0 
192.0090872484315 62.0 95.0 344.0 102.0 149.0 10208.0 
194.0090872484315 62.81451612903226 93.0 345.0 103.0 151.0 10274.0 
196.0090872484315 63.21774193548385 93.0 348.0 103.0 152.0 10293.0 
198.0090872484315 63.22580645161289 93.0 349.0 104.0 152.0 10307.0 
200.0090872484315 63.25 91.0 349.0 106.0 152.0 10341.0 
202.0090872484315 63.25 93.0 351.0 106.0 152.0 10341.0 
204.0090872484315 63.65322580645163 93.0 351.0 106.0 153.0 10387.0 
206.0090872484315 64.45967741935485 91.0 352.0 106.0 155.0 10540.0 
208.0090872484315 64.91935483870968 90.0 353.0 109.0 156.0 10677.0 
210.0090872484315 64.91935483870968 89.0 354.0 109.0 156.0 10677.0 
212.0090872484315 64.91935483870968 91.0 358.0 109.0 156.0 10677.0 
214.00165012008128 65.7258064516129 94.0 359.0 109.0 158.0 10770.0 
216.0090872484315 66.54838709677419 90.0 360.0 111.0 160.0 10950.0 
218.0090872484315 66.95967741935485 92.0 363.0 112.0 161.0 10989.0 
220.0090872484315 67.36290322580645 91.0 365.0 112.0 162.0 11071.0 
222.0090872484315 68.62903225806451 88.0 366.0 113.0 165.0 11299.0 
224.0090872484315 68.62903225806451 92.0 371.0 113.0 165.0 11299.0 
226.0090872484315 71.90322580645162 90.0 374.0 116.0 173.0 11857.0 
228.0090872484315 75.53225806451614 84.0 374.0 116.0 182.0 12368.0 
230.0090872484315 75.93548387096774 76.0 374.0 116.0 183.0 12453.0 
232.0090872484315 78.76612903225808 78.0 381.0 117.0 190.0 12844.0 
234.0090872484315 79.99193548387096 71.0 383.0 119.0 193.0 13080.0 
236.0090872484315 80.41935483870968 72.0 386.0 120.0 194.0 13228.0 
238.0090872484315 82.03225806451614 68.0 386.0 120.0 198.0 13378.0 
240.0090872484315 84.176 63.0 388.0 120.0 205.0 13796.0 
242.0090872484315 84.24 65.0 393.0 123.0 205.0 13880.0 
244.0090872484315 85.04 63.0 393.0 123.0 207.0 13952.0 
246.0090872484315 86.27199999999999 61.0 396.0 125.0 210.0 14233.0 
248.0090872484315 88.27199999999999 66.0 402.0 125.0 215.0 14574.0 
250.0090872484315 91.47200000000001 64.0 409.0 125.0 223.0 15079.0 
252.0090872484315 92.29599999999999 60.0 411.0 126.0 225.0 15159.0 
254.0090872484315 95.49600000000001 59.0 413.0 126.0 233.0 15521.0 
256.0090872484315 95.896 58.0 418.0 126.0 234.0 15530.0 
258.0090872484315 97.93599999999999 54.0 419.0 127.0 239.0 15774.0 
260.0090872484315 100.33599999999998 56.0 423.0 127.0 245.0 16066.0 
262.0090872484315 103.56000000000002 49.0 423.0 128.0 253.0 16340.0 
264.0049089838663 106.00799999999998 39.0 426.0 129.0 259.0 16646.0 
266.0090872484315 106.808 39.0 429.0 129.0 261.0 16748.0 
268.0090872484315 107.24799999999998 39.0 431.0 130.0 262.0 16865.0 
270.0090872484315 108.44800000000001 40.0 435.0 130.0 265.0 16963.0 
272.0090872484315 109.24799999999998 41.0 437.0 130.0 267.0 17100.0 
274.0090872484315 109.64799999999998 42.0 440.0 130.0 268.0 17120.0 
276.00409316183845 110.048 46.0 446.0 130.0 269.0 17121.0 
278.0090872484315 112.44800000000001 47.0 450.0 130.0 275.0 17145.0 
280.0090872484315 112.84800000000001 46.0 453.0 130.0 276.0 17247.0 
282.0090872484315 113.24799999999999 47.0 454.0 130.0 277.0 17294.0 
284.0090872484315 113.71200000000002 48.0 457.0 131.0 278.0 17423.0 
286.0090872484315 114.51200000000003 52.0 463.0 131.0 280.0 17622.0 
288.0090872484315 116.12799999999999 55.0 467.0 132.0 284.0 17828.0 
290.0090872484315 118.13600000000002 56.0 474.0 133.0 289.0 18078.0 
292.0090872484315 121.33599999999998 50.0 478.0 133.0 297.0 18322.0 
294.0090872484315 124.53599999999997 46.0 481.0 133.0 305.0 18629.0 
296.0090872484315 125.33599999999998 43.0 485.0 133.0 307.0 18669.0 
298.0090872484315 126.57599999999998 47.0 492.0 135.0 310.0 18761.0 
300.0090872484315 126.57599999999998 47.0 492.0 135.0 310.0 18761.0 
302.0090872484315 126.976 53.0 500.0 135.0 311.0 18862.0 
304.0090872484315 126.992 54.0 503.0 136.0 311.0 18868.0 
306.0090872484315 127.008 58.0 509.0 137.0 311.0 18887.0 
308.0090872484315 127.40799999999999 62.0 512.0 137.0 312.0 18989.0 
310.00891363820693 127.40799999999999 64.0 514.0 137.0 312.0 18989.0 
312.0090872484315 127.40799999999999 66.0 515.0 137.0 312.0 18989.0 
314.0090872484315 127.808 66.0 516.0 137.0 313.0 18996.0 
316.0090872484315 129.424 63.0 518.0 139.0 317.0 19175.0 
318.0090872484315 129.424 66.0 524.0 139.0 317.0 19175.0 
320.0090872484315 130.224 67.0 526.0 139.0 319.0 19212.0 
322.0090872484315 131.464 72.0 532.0 140.0 322.0 19257.0 
324.0090872484315 131.472 72.0 535.0 141.0 322.0 19282.0 
326.0090872484315 133.072 72.0 537.0 141.0 326.0 19510.0 
328.005159007136 134.68 71.0 545.0 142.0 330.0 19596.0 
330.0090872484315 134.696 74.0 547.0 143.0 330.0 19615.0 
332.0090872484315 134.712 78.0 553.0 145.0 330.0 19643.0 
334.0090872484315 135.512 79.0 556.0 145.0 332.0 19783.0 
336.0090872484315 136.312 78.0 560.0 145.0 334.0 19884.0 
338.0090872484315 136.712 80.0 561.0 145.0 335.0 19913.0 
340.0090872484315 137.528 82.0 564.0 146.0 337.0 19993.0 
342.0090872484315 138.744 83.0 569.0 147.0 340.0 20185.0 
344.0090872484315 139.544 81.0 570.0 147.0 342.0 20219.0 
346.0090872484315 141.168 80.0 571.0 148.0 346.0 20318.0 
348.0090872484315 141.98399999999998 78.0 573.0 149.0 348.0 20361.0 
350.0090872484315 144.432 76.0 575.0 151.0 354.0 20724.0 
352.0090872484315 146.03199999999998 71.0 578.0 151.0 358.0 20858.0 
354.0090872484315 146.512 70.0 581.0 152.0 359.0 20905.0 
356.0090872484315 146.94400000000002 74.0 587.0 153.0 360.0 20954.0 
358.0090872484315 147.36 73.0 589.0 154.0 361.0 21032.0 
360.0090872484315 148.208 77.0 595.0 156.0 363.0 21117.0 
362.0090872484315 151.024 72.0 598.0 157.0 370.0 21421.0 
